Unnamed: 0,agency,first_char,font_freq_0,font_freq_1,font_freq_2,font_freq_3,font_name,font_size,font_size_0,font_size_1,font_size_2,font_size_3,font_size_4,font_size_5,font_size_6,font_size_7,font_size_8,font_size_9,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_indent_0,left_indent_1,left_indent_10,left_indent_11,left_indent_12,left_indent_13,left_indent_14,left_indent_15,left_indent_16,left_indent_17,left_indent_18,left_indent_19,left_indent_2,left_indent_20,left_indent_21,left_indent_22,left_indent_23,left_indent_24,left_indent_25,left_indent_26,left_indent_27,left_indent_28,left_indent_29,left_indent_3,left_indent_30,left_indent_31,left_indent_32,left_indent_33,left_indent_34,left_indent_35,left_indent_36,left_indent_37,left_indent_38,left_indent_39,left_indent_4,left_indent_40,left_indent_41,left_indent_42,left_indent_43,left_indent_44,left_indent_45,left_indent_46,left_indent_47,left_indent_48,left_indent_5,left_indent_6,left_indent_7,left_indent_8,left_indent_9,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,gavilan_ccd,5,0,0,1,0,Arial-BoldMT,15.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.48,gavilan_ccd_07-08-2014_0,07-08-2014,0,1,0,0,"5055 Santa Teresa Blvd., Gilroy, CA 95020              www.gavilan.edu          (408) 848-4800 ",0,other_text
1,gavilan_ccd,S,0,0,1,0,Arial-BoldMT,15.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.238,gavilan_ccd_07-08-2014_1,07-08-2014,0,0,0,0,"Steven M. Kinsella, DBA, CPA, Superintendent/President ",0,other_text
2,gavilan_ccd, ,0,0,1,0,Arial-BoldMT,11.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,gavilan_ccd_07-08-2014_2,07-08-2014,0,0,0,0, ,0,other_text
3,gavilan_ccd,G,1,0,0,0,ArialMT,15.972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.16,gavilan_ccd_07-08-2014_3,07-08-2014,0,0,0,0,GAVILAN JOINT COMMUNITY COLLEGE DISTRICT ,1,other_text
4,gavilan_ccd,R,1,0,0,0,ArialMT,15.972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.84,gavilan_ccd_07-08-2014_4,07-08-2014,0,0,0,0,"REGULAR MEETING, BOARD OF TRUSTEES ",1,other_text
5,gavilan_ccd,T,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.32,gavilan_ccd_07-08-2014_5,07-08-2014,0,0,0,0,"Tuesday, July 8, 2014 ",0,other_text
6,gavilan_ccd,5,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.555,gavilan_ccd_07-08-2014_6,07-08-2014,0,1,0,0,"5055 Santa Teresa Boulevard, Gilroy, CA  95020 ",0,item_heading
7,gavilan_ccd,S,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.514,gavilan_ccd_07-08-2014_7,07-08-2014,0,0,0,0,"Social Science Building, Room 206 ",0,other_text
8,gavilan_ccd,C,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.746,gavilan_ccd_07-08-2014_8,07-08-2014,0,0,0,0,CLOSED SESSION – 5:30 p.m.    OPEN SESSION – 7:00 p.m. ,0,other_text
9,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.195,gavilan_ccd_07-08-2014_9,07-08-2014,0,0,0,0, ,0,other_text
10,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.195,gavilan_ccd_07-08-2014_10,07-08-2014,0,0,0,0, ,0,other_text
11,gavilan_ccd,A,1,0,0,0,ArialMT,15.972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.88,gavilan_ccd_07-08-2014_11,07-08-2014,0,0,0,0,AGENDA ,1,other_text
12,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.2,gavilan_ccd_07-08-2014_12,07-08-2014,0,0,0,0, ,0,other_text
13,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.2,gavilan_ccd_07-08-2014_13,07-08-2014,0,0,0,0, ,0,other_text
14,gavilan_ccd,I,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,gavilan_ccd_07-08-2014_14,07-08-2014,1,0,1,0,I.  CALL TO ORDER 5:30 p.m. ,0,section_heading
15,gavilan_ccd,1,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_15,07-08-2014,0,1,0,0,1.  Roll Call ,0,item_heading
16,gavilan_ccd,2,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_16,07-08-2014,0,1,0,0,2.  Comments from the Public – this is a time for the public to address the Board ,0,item_heading
17,gavilan_ccd,3,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_17,07-08-2014,0,1,0,0,3.  Recess to Closed Session      (a maximum of 5 minutes will be allotted to each speaker) ,0,item_heading
18,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.405,gavilan_ccd_07-08-2014_18,07-08-2014,0,0,0,0, ,0,other_text
19,gavilan_ccd,C,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_19,07-08-2014,0,0,0,0,CLOSED SESSION 5:30 p.m. ,0,section_heading
20,gavilan_ccd,N,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_20,07-08-2014,0,0,0,0,Notice is hereby given that a closed session of the Board will be held under the general ,0,other_text
21,gavilan_ccd,p,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_21,07-08-2014,0,0,0,0,provisions listed as follows: ,0,other_text
22,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.389,gavilan_ccd_07-08-2014_22,07-08-2014,0,0,0,0, ,0,other_text
23,gavilan_ccd,P,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.389,gavilan_ccd_07-08-2014_23,07-08-2014,0,0,0,0,PUBLIC EMPLOYEE DISCIPLINE/DISMISSAL/RELEASE – Closed Session Pursuant to Government ,0,other_text
24,gavilan_ccd,C,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.384,gavilan_ccd_07-08-2014_24,07-08-2014,0,0,0,0,Code Section 54957 ,0,item_text
25,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.389,gavilan_ccd_07-08-2014_25,07-08-2014,0,0,0,0, ,0,other_text
26,gavilan_ccd,C,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.389,gavilan_ccd_07-08-2014_26,07-08-2014,0,0,0,0,CONFERENCE WITH LABOR NEGOTIATORS – Closed Session Pursuant to Government Code ,0,other_text
27,gavilan_ccd,S,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.395,gavilan_ccd_07-08-2014_27,07-08-2014,0,0,0,0,Section 54957.6 ,0,item_text
28,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_28,07-08-2014,0,0,0,0,  Agency Negotiator(s):  Susan Cheu/Eric Ramones ,0,section_heading
29,gavilan_ccd, ,1,0,0,0,ArialMT,14.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,gavilan_ccd_07-08-2014_29,07-08-2014,0,0,0,0,  Employee Organization:  CSEA ,0,other_text
