,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd,C,1,0,Arial-Bold,16.728,0,0,0,0,0,0,1,0,195.300,cupertino_usd_09-22-2015_0,09-22-2015,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1
1,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,243.755,cupertino_usd_09-22-2015_1,09-22-2015,0,0,0,0,Board of Education,0
2,cupertino_usd,R,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,253.855,cupertino_usd_09-22-2015_2,09-22-2015,0,0,0,0,Regular Meeting,0
3,cupertino_usd,A,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,277.969,cupertino_usd_09-22-2015_3,09-22-2015,0,0,0,0,AGENDA,1
4,cupertino_usd, ,0,0,Arial,15.972,0,0,1,0,0,0,0,1,76.560,cupertino_usd_09-22-2015_4,09-22-2015,0,0,0,0,,0
5,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,5,77.280,cupertino_usd_09-22-2015_5,09-22-2015,0,0,0,0,,0
6,cupertino_usd,C,0,0,Arial,14.375,0,0,0,0,1,0,0,0,77.280,cupertino_usd_09-22-2015_6,09-22-2015,0,0,0,0,"Cupertino Union School District  September 22, 2015",0
7,cupertino_usd,1,0,0,Arial,14.375,1,0,0,0,1,0,0,0,77.280,cupertino_usd_09-22-2015_7,09-22-2015,0,1,0,0,1309 S. Mary Avenue  6:00 p.m.,0
8,cupertino_usd,S,0,0,Arial,14.375,0,0,0,0,1,0,0,0,77.280,cupertino_usd_09-22-2015_8,09-22-2015,0,0,0,0,"Sunnyvale, CA 94087",0
9,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,1,77.280,cupertino_usd_09-22-2015_9,09-22-2015,0,0,0,0,,0
10,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,1,76.560,cupertino_usd_09-22-2015_10,09-22-2015,0,0,0,0,,0
11,cupertino_usd,W,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_11,09-22-2015,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board,0
12,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_12,09-22-2015,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the",0
13,cupertino_usd,h,0,0,Arial,10.542,1,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_13,09-22-2015,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be,0
14,cupertino_usd,l,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_14,09-22-2015,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public,0
15,cupertino_usd,C,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_15,09-22-2015,0,0,0,0,"Comments, individual speakers may not “yield” their allotted time to address the Board to other speakers.  In addition, the Board",0
16,cupertino_usd,m,0,0,Arial,10.542,1,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_16,09-22-2015,0,0,0,0,"may, in accordance with the Brown Act (section 54954.3[b] of the Government Code), limit the total amount of time allocated for",0
17,cupertino_usd,c,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_17,09-22-2015,0,0,0,0,comment on a particular issue.  The Board may choose to respond to agenda item comments or reserve their responses for,0
18,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_18,09-22-2015,0,0,0,0,discussion and action when the agenda item appears during the course of the meeting.  It should be noted that the Board,0
19,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_09-22-2015_19,09-22-2015,0,0,0,0,discourages complaints against individual officers or employees of the District during open session.,0
20,cupertino_usd, ,0,0,Arial,5.111,0,0,0,0,0,1,0,1,85.920,cupertino_usd_09-22-2015_20,09-22-2015,0,0,0,0,,0
21,cupertino_usd,I,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,104.649,cupertino_usd_09-22-2015_21,09-22-2015,0,0,0,0,"Individuals who require special accommodation should contact the Superintendent’s Office at (408) 252-3000, ext. 200",0
22,cupertino_usd,a,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,222.946,cupertino_usd_09-22-2015_22,09-22-2015,0,0,0,0,at least two business days before the meeting date.,0
23,cupertino_usd, ,0,0,Arial,5.111,0,0,0,0,0,1,0,1,85.920,cupertino_usd_09-22-2015_23,09-22-2015,0,0,0,0,,0
24,cupertino_usd,A,1,0,Arial-Bold,11.040,0,0,0,0,0,0,1,0,156.759,cupertino_usd_09-22-2015_24,09-22-2015,0,0,0,0,"As a courtesy to others, please turn off your cell phone upon entering the meeting.",0
25,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,1,94.560,cupertino_usd_09-22-2015_25,09-22-2015,0,0,0,0,,0
26,cupertino_usd,1,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,0,76.560,cupertino_usd_09-22-2015_26,09-22-2015,0,1,0,0,1.     CALL TO ORDER/FLAG SALUTE,1
27,cupertino_usd, ,0,0,Times-Roman,20.400,0,0,1,0,0,0,0,1,76.560,cupertino_usd_09-22-2015_27,09-22-2015,0,0,0,0,,0
28,cupertino_usd,2,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,0,76.560,cupertino_usd_09-22-2015_28,09-22-2015,0,1,0,0,2.     SUPERINTENDENT’S REPORT,1
29,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,1,76.560,cupertino_usd_09-22-2015_29,09-22-2015,0,0,0,0,,0
30,cupertino_usd,3,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,0,76.560,cupertino_usd_09-22-2015_30,09-22-2015,0,1,0,0,3.     RECOGNITION – CLASSIFIED EMPLOYEE OF THE MONTH,1
31,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,3,94.560,cupertino_usd_09-22-2015_31,09-22-2015,0,0,0,0,Classified Employee of the Month – September 2015,0
