,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd,C,1,0,Arial-Bold,16.728,0,0,0,0,0,0,1,0,195.300,cupertino_usd_02-10-2015_0,02-10-2015,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1
1,cupertino_usd, ,0,0,Arial,15.972,0,0,0,0,0,0,1,1,308.310,cupertino_usd_02-10-2015_1,02-10-2015,0,0,0,0,,0
2,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,243.755,cupertino_usd_02-10-2015_2,02-10-2015,0,0,0,0,Board of Education,0
3,cupertino_usd,S,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,255.403,cupertino_usd_02-10-2015_3,02-10-2015,0,0,0,0,Special Meeting,0
4,cupertino_usd,A,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,277.969,cupertino_usd_02-10-2015_4,02-10-2015,0,0,0,0,AGENDA,1
5,cupertino_usd, ,0,0,Arial,15.972,0,1,0,0,0,0,0,1,76.560,cupertino_usd_02-10-2015_5,02-10-2015,0,0,0,0,,0
6,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,5,77.280,cupertino_usd_02-10-2015_6,02-10-2015,0,0,0,0,,0
7,cupertino_usd,C,0,0,Arial,14.375,0,0,1,0,0,0,0,0,77.280,cupertino_usd_02-10-2015_7,02-10-2015,0,0,0,0,"Collins Elementary School  Tuesday, February 10, 2015",0
8,cupertino_usd,1,0,0,Arial,14.375,1,0,1,0,0,0,0,0,77.280,cupertino_usd_02-10-2015_8,02-10-2015,0,1,0,0,10300 N. Blaney Avenue  6:00 p.m.,0
9,cupertino_usd,C,0,0,Arial,14.375,0,0,1,0,0,0,0,0,77.280,cupertino_usd_02-10-2015_9,02-10-2015,0,0,0,0,"Cupertino, CA 95014",0
10,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,1,77.280,cupertino_usd_02-10-2015_10,02-10-2015,0,0,0,0,,0
11,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,76.560,cupertino_usd_02-10-2015_11,02-10-2015,0,0,0,0,,0
12,cupertino_usd,W,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.920,cupertino_usd_02-10-2015_12,02-10-2015,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board,0
13,cupertino_usd,d,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.920,cupertino_usd_02-10-2015_13,02-10-2015,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the",0
14,cupertino_usd,h,0,0,Arial,10.542,1,0,0,1,0,0,0,0,85.920,cupertino_usd_02-10-2015_14,02-10-2015,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be,0
15,cupertino_usd,l,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.920,cupertino_usd_02-10-2015_15,02-10-2015,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public,0
