,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd,C,1,0,Arial-Bold,16.728,0,0,0,0,0,0,1,0,195.300,cupertino_usd_04-28-2016_0,04-28-2016,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1
1,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,243.755,cupertino_usd_04-28-2016_1,04-28-2016,0,0,0,0,Board of Education,0
2,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,256.952,cupertino_usd_04-28-2016_2,04-28-2016,0,0,0,0,Board Advance,0
3,cupertino_usd,A,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,277.969,cupertino_usd_04-28-2016_3,04-28-2016,0,0,0,0,AGENDA,1
4,cupertino_usd, ,0,0,Arial,15.972,0,1,0,0,0,0,0,1,76.560,cupertino_usd_04-28-2016_4,04-28-2016,0,0,0,0,,0
5,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,5,77.280,cupertino_usd_04-28-2016_5,04-28-2016,0,0,0,0,,0
6,cupertino_usd,C,0,0,Arial,14.375,0,0,1,0,0,0,0,0,77.280,cupertino_usd_04-28-2016_6,04-28-2016,0,0,0,0,"Cupertino Union School District  April 28, 2016",0
7,cupertino_usd,1,0,0,Arial,14.375,1,0,1,0,0,0,0,0,77.280,cupertino_usd_04-28-2016_7,04-28-2016,0,1,0,0,"1309 S. Mary Avenue, Suite 150  9:30 a.m.",0
8,cupertino_usd,S,0,0,Arial,14.375,0,0,1,0,0,0,0,0,77.280,cupertino_usd_04-28-2016_8,04-28-2016,0,0,0,0,"Sunnyvale, CA  94087",0
9,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,76.560,cupertino_usd_04-28-2016_9,04-28-2016,0,0,0,0,,0
10,cupertino_usd,W,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_10,04-28-2016,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board,0
11,cupertino_usd,d,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_11,04-28-2016,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the",0
12,cupertino_usd,h,0,0,Arial,10.542,1,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_12,04-28-2016,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be,0
13,cupertino_usd,l,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_13,04-28-2016,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public,0
14,cupertino_usd,C,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_14,04-28-2016,0,0,0,0,"Comments, individual speakers may not “yield” their allotted time to address the Board to other speakers.  In addition, the Board",0
15,cupertino_usd,m,0,0,Arial,10.542,1,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_15,04-28-2016,0,0,0,0,"may, in accordance with the Brown Act (section 54954.3[b] of the Government Code), limit the total amount of time allocated for",0
16,cupertino_usd,c,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_16,04-28-2016,0,0,0,0,comment on a particular issue.  The Board may choose to respond to agenda item comments or reserve their responses for,0
17,cupertino_usd,d,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_17,04-28-2016,0,0,0,0,discussion and action when the agenda item appears during the course of the meeting.  It should be noted that the Board,0
18,cupertino_usd,d,0,0,Arial,10.542,0,0,0,1,0,0,0,0,85.820,cupertino_usd_04-28-2016_18,04-28-2016,0,0,0,0,discourages complaints against individual officers or employees of the District during open session.,0
19,cupertino_usd, ,0,0,Arial,5.111,0,0,0,1,0,0,0,1,85.820,cupertino_usd_04-28-2016_19,04-28-2016,0,0,0,0,,0
20,cupertino_usd,I,0,1,Arial-Italic,10.470,0,0,0,0,0,1,0,0,99.980,cupertino_usd_04-28-2016_20,04-28-2016,0,0,0,0,"Individuals who require special accommodation should contact the Superintendent’s Office at (408) 252-3000, ext. 61200",0
21,cupertino_usd,a,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,222.860,cupertino_usd_04-28-2016_21,04-28-2016,0,0,0,0,at least two business days before the meeting date.,0
22,cupertino_usd, ,0,0,Arial,5.111,0,0,0,1,0,0,0,1,85.820,cupertino_usd_04-28-2016_22,04-28-2016,0,0,0,0,,0
23,cupertino_usd,A,1,0,Arial-Bold,11.040,0,0,0,0,0,0,1,0,156.620,cupertino_usd_04-28-2016_23,04-28-2016,0,0,0,0,"As a courtesy to others, please turn off your cell phone upon entering the meeting.",0
24,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,76.560,cupertino_usd_04-28-2016_24,04-28-2016,0,1,0,0,1.     CALL TO ORDER/FLAG SALUTE,1
25,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,76.560,cupertino_usd_04-28-2016_25,04-28-2016,0,0,0,0,,0
26,cupertino_usd,2,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,76.560,cupertino_usd_04-28-2016_26,04-28-2016,0,1,0,0,2.     SUPERINTENDENT’S REPORT,1
27,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,76.560,cupertino_usd_04-28-2016_27,04-28-2016,0,0,0,0,,0
28,cupertino_usd,3,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,76.560,cupertino_usd_04-28-2016_28,04-28-2016,0,1,0,0,3.     COMMUNICATION – EMPLOYEE ORGANIZATIONS,1
29,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,76.560,cupertino_usd_04-28-2016_29,04-28-2016,0,0,0,0,,0
30,cupertino_usd,4,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,76.560,cupertino_usd_04-28-2016_30,04-28-2016,0,1,0,0,4.      PUBLIC COMMENTS – ITEMS NOT ON THE AGENDA,1
31,cupertino_usd,T,0,0,Arial,11.819,0,0,0,0,0,0,1,0,103.560,cupertino_usd_04-28-2016_31,04-28-2016,0,0,0,0,The public may address the Board on agenda items not appearing on the agenda.  Only those who have filled,0
32,cupertino_usd,o,0,0,Arial,11.819,0,0,0,0,0,0,1,0,103.560,cupertino_usd_04-28-2016_32,04-28-2016,0,0,0,0,out a comment card before the meeting is called to order will be called upon to speak. Each speaker will be,0
33,cupertino_usd,a,0,0,Arial,11.819,0,0,0,0,0,0,1,0,103.560,cupertino_usd_04-28-2016_33,04-28-2016,0,0,0,0,allotted three (3) minutes unless the number of speakers will exceed the thirty minute allotment then the three,0
34,cupertino_usd,m,0,0,Arial,11.819,0,0,0,0,0,0,1,0,103.560,cupertino_usd_04-28-2016_34,04-28-2016,0,0,0,0,minute  allotment  will  be  adjusted  accordingly.   The  Board  will  not  respond  nor  take  action  on  any non-,0
