,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,95.0,cupertino_usd_10-27-2015_0,10-27-2015,0,0,0,0,,0
1,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_1,10-27-2015,0,1,0,0,1.    CALL TO ORDER/FLAG SALUTE,1
2,cupertino_usd, ,0,0,Times-Roman,20.400,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_2,10-27-2015,0,0,0,0,,0
3,cupertino_usd,2,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_3,10-27-2015,0,1,0,0,2.    SUPERINTENDENT’S REPORT,1
4,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_4,10-27-2015,0,0,0,1,2.1  2015-2017 Administrative Intern Appointments,0
5,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_5,10-27-2015,0,0,0,1,2.2  CEEF Gala Check Presentation,0
6,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,95.0,cupertino_usd_10-27-2015_6,10-27-2015,0,0,0,0,,0
7,cupertino_usd,3,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_7,10-27-2015,0,1,0,0,3. PRESENTATION,1
8,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_8,10-27-2015,0,0,0,1,3.1   Cupertino Union School District Toyokawa Sister City Delegation,0
9,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,95.0,cupertino_usd_10-27-2015_9,10-27-2015,0,0,0,0,,0
10,cupertino_usd,4,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_10,10-27-2015,0,1,0,0,4. COMMUNICATION – EMPLOYEE ORGANIZATIONS,1
11,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_11,10-27-2015,0,0,0,0,,0
12,cupertino_usd,5,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_12,10-27-2015,0,1,0,0,5.      PUBLIC COMMENTS,1
13,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_13,10-27-2015,0,0,0,0,The public may address the Board on any agenda item and any item not on the agenda.  The,0
14,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_14,10-27-2015,0,0,0,0,"Board president will only call on those who have filled out comment cards before the meeting, and",0
15,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_15,10-27-2015,0,0,0,0,each speaker will be allotted three (3) minutes.  The Board will not respond or take action on any,0
16,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_16,10-27-2015,0,0,0,0,"non-agenda item comments at this time, although the item may be agendized at a later date (Ed.",0
17,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_17,10-27-2015,0,0,0,0,Code 35145.5).  The comments shall be made from the podium.  In accordance with Government,0
18,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_18,10-27-2015,0,0,0,0,Code 54954.2 – No action or discussion shall be undertaken on any item not appearing on the,0
19,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_19,10-27-2015,0,0,0,0,posted agenda.  The Board shall limit the total time to 30 minutes.  Please refrain from any,0
20,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_20,10-27-2015,0,0,0,0,response to the speaker including negative and positive reactions (booing and clapping).  This will,0
21,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_21,10-27-2015,0,0,0,0,ensure that all members of the public feel free to voice their opinions and concerns.,0
22,cupertino_usd, ,0,0,Arial,14.375,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_22,10-27-2015,0,0,0,0,,0
23,cupertino_usd,6,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_23,10-27-2015,0,1,0,0,6.      CONSENT,1
24,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_24,10-27-2015,0,0,0,1,6.1    Approval of the 2016-17 District Calendars,0
25,cupertino_usd, ,0,0,Arial,14.375,1,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_25,10-27-2015,0,0,0,1,6.2    Approval of Amendment #1 to HMC Group Architects for the De Vargas Elementary,0
26,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,132.0,cupertino_usd_10-27-2015_26,10-27-2015,0,0,0,0,School Modernization Project,0
27,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_27,10-27-2015,0,0,0,1,6.3    Approval of Change Order #1 to S.W. Allen Construction for the Hyde Middle,0
28,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,132.0,cupertino_usd_10-27-2015_28,10-27-2015,0,0,0,0,School Modernization Project,0
29,cupertino_usd, ,0,0,Arial,14.375,1,0,0,0,1,0,0,104.0,cupertino_usd_10-27-2015_29,10-27-2015,0,0,0,1,"6.4    Approval of Contract Award to IBI Group in the Amount of $472,134 for",0
30,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,132.0,cupertino_usd_10-27-2015_30,10-27-2015,0,0,0,0,Architectural Services Related to Modernization of Kennedy Middle School,0
31,cupertino_usd, ,0,0,Times-Roman,20.400,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_31,10-27-2015,0,0,0,0,,0
32,cupertino_usd,B,0,0,Arial,13.097,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_0,10-27-2015,0,0,0,0,"Board Meeting Agenda October 27, 2015 Page 2",0
33,cupertino_usd, ,0,0,Arial,15.972,0,1,0,0,0,0,0,77.0,cupertino_usd_10-27-2015_1,10-27-2015,0,0,0,0,,0
