,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd,C,1,0,Arial-Bold,16.728,0,0,0,0,0,0,1,0,195.300,cupertino_usd_09-15-2015_0,09-15-2015,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1
1,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,243.755,cupertino_usd_09-15-2015_1,09-15-2015,0,0,0,0,Board of Education,0
2,cupertino_usd,S,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,255.403,cupertino_usd_09-15-2015_2,09-15-2015,0,0,0,0,Special Meeting,0
3,cupertino_usd,A,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,277.969,cupertino_usd_09-15-2015_3,09-15-2015,0,0,0,0,AGENDA,1
4,cupertino_usd, ,0,0,Arial,15.972,0,1,0,0,0,0,0,1,76.560,cupertino_usd_09-15-2015_4,09-15-2015,0,0,0,0,,0
5,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,5,77.280,cupertino_usd_09-15-2015_5,09-15-2015,0,0,0,0,,0
6,cupertino_usd,N,0,0,Arial,14.375,0,0,1,0,0,0,0,0,77.280,cupertino_usd_09-15-2015_6,09-15-2015,0,0,0,0,"Nimitz Elementary School  September 15, 2015",0
7,cupertino_usd,5,0,0,Arial,14.375,1,0,1,0,0,0,0,0,77.280,cupertino_usd_09-15-2015_7,09-15-2015,0,1,0,0,545 E. Cheyenne Drive  7:00 p.m.,0
8,cupertino_usd,S,0,0,Arial,14.375,0,0,1,0,0,0,0,0,77.280,cupertino_usd_09-15-2015_8,09-15-2015,0,0,0,0,"Sunnyvale, CA 94087",0
9,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,76.560,cupertino_usd_09-15-2015_9,09-15-2015,0,0,0,0,,0
