,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_0,04-30-2013,0,0,0,0,,0
1,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_1,04-30-2013,0,0,0,0,,0
2,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_2,04-30-2013,0,1,0,0,1. CALL TO ORDER / FLAG SALUTE,1
3,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_3,04-30-2013,0,0,0,0,,0
4,cupertino_usd,2,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_4,04-30-2013,0,1,0,0,2. COMMUNICATION – EMPLOYEE ORGANIZATIONS,1
5,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_5,04-30-2013,0,0,0,0,,0
6,cupertino_usd,3,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_6,04-30-2013,0,1,0,0,3. PUBLIC COMMENTS,1
7,cupertino_usd,T,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_7,04-30-2013,0,0,0,0,The public may address the Board on any agenda item and any item not on the agenda.  The Board,0
8,cupertino_usd,p,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_8,04-30-2013,0,0,0,0,"president will only call on those who have filled out comment cards before the meeting, and each speaker",0
9,cupertino_usd,w,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_9,04-30-2013,0,0,0,0,will be allotted three (3) minutes.  The Board will not respond or take action on any non-agenda item,0
10,cupertino_usd,c,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_10,04-30-2013,0,0,0,0,"comments at this time, although the item may be agendized at a later date (Ed. Code 35145.5).  The",0
11,cupertino_usd,c,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_11,04-30-2013,0,0,0,0,comments shall be made from the podium.  In accordance with Government Code 54954.2 – No action or,0
12,cupertino_usd,d,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_12,04-30-2013,0,0,0,0,discussion shall be undertaken on any item not appearing on the posted agenda.  The Board shall limit the,0
13,cupertino_usd,t,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_13,04-30-2013,0,0,0,0,total time to 30 minutes.,0
14,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_14,04-30-2013,0,0,0,0,,0
15,cupertino_usd,4,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_15,04-30-2013,0,1,0,0,4. CONSENT ITEMS,1
16,cupertino_usd,C,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_16,04-30-2013,0,0,0,0,Consent items are considered to be routine by the Board of Education and will be enacted in one motion.  If,0
17,cupertino_usd,d,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_17,04-30-2013,0,0,0,0,"discussion of any of the items is required, they may be removed from Consent and considered separately.",0
18,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_18,04-30-2013,0,0,0,0,,0
19,cupertino_usd,4,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_19,04-30-2013,0,0,0,1,"4.1    Contract Award to IT Management Corp. in the Amount of $1,614,797 for the District-wide",0
20,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-30-2013_20,04-30-2013,0,0,0,0,Network Infrastructure Upgrade,0
21,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_21,04-30-2013,0,0,0,0,,0
22,cupertino_usd,4,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_22,04-30-2013,0,0,0,1,4.2      Rejection of Claim for Personal Injuries – Claim #479161,0
23,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-30-2013_23,04-30-2013,0,0,0,0,,0
24,cupertino_usd,5,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_24,04-30-2013,0,1,0,0,5. SUPERINTENDENT’S REPORT,1
25,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_25,04-30-2013,0,0,0,0,,0
26,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_26,04-30-2013,0,0,0,0,,0
27,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_27,04-30-2013,0,0,0,0,,0
28,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_28,04-30-2013,0,0,0,0,,0
29,cupertino_usd, ,0,0,Times-Roman,20.400,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_29,04-30-2013,0,0,0,0,,0
30,cupertino_usd,B,0,0,Arial,13.097,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_0,04-30-2013,0,0,0,0,"Board Meeting Agenda April 30, 2013 Page 2",0
31,cupertino_usd, ,0,0,Arial,15.972,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_1,04-30-2013,0,0,0,0,,0
32,cupertino_usd,6,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_2,04-30-2013,0,1,0,0,6. ACTION ITEMS,1
33,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_3,04-30-2013,0,0,0,0,,0
34,cupertino_usd,6,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_4,04-30-2013,0,0,0,1,"6.1   Adoption of Resolution No. 12-13-20 – Recognition of School Nutrition Employee Week,",0
35,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,1,0,83.0,cupertino_usd_04-30-2013_5,04-30-2013,0,0,0,0,"May 6-10, 2013",0
36,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_6,04-30-2013,0,0,0,0,,0
37,cupertino_usd,6,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_7,04-30-2013,0,0,0,1,6.2   Approval of Cupertino Middle School Classroom Building Orientation,0
38,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_8,04-30-2013,0,0,0,0,,0
39,cupertino_usd,7,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_9,04-30-2013,0,1,0,0,7. DISCUSSION/INFORMATION ITEMS,1
40,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_10,04-30-2013,0,0,0,0,,0
41,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,62.0,cupertino_usd_04-30-2013_11,04-30-2013,0,0,0,1,7.1    Common Core Curriculum with Mathematical Shifts Presentation,0
42,cupertino_usd,7,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,62.0,cupertino_usd_04-30-2013_12,04-30-2013,0,0,0,1,7.2     Review Priorities for 2013-14,0
43,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_13,04-30-2013,0,0,0,0,,0
44,cupertino_usd,8,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_14,04-30-2013,0,1,0,0,8.  BOARD MEMBER ACTIVITIES,1
45,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_15,04-30-2013,0,0,0,0,,0
46,cupertino_usd,9,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_16,04-30-2013,0,1,0,0,9.  CLOSED SESSION,1
47,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_04-30-2013_17,04-30-2013,0,0,0,0,,0
48,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,62.0,cupertino_usd_04-30-2013_18,04-30-2013,0,0,0,1,9.1     Approval of Expulsion for Student D1213,0
49,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_19,04-30-2013,0,0,0,0,,0
50,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_20,04-30-2013,0,1,0,0,10. REPORT FROM CLOSED SESSION,1
51,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-30-2013_21,04-30-2013,0,0,0,0,,0
52,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_22,04-30-2013,0,1,0,0,11.  ADJOURNMENT,1
53,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-30-2013_23,04-30-2013,0,0,0,0,,0
54,cupertino_usd, ,0,0,Times-Roman,20.400,0,0,0,0,0,0,1,540.0,cupertino_usd_04-30-2013_24,04-30-2013,0,0,0,0,,0
