Unnamed: 0,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,95.0,cupertino_usd_05-24-2016_0,05-24-2016,0,0,0,0,,0,other_text
1,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_1,05-24-2016,0,1,0,0,1.    CALL TO ORDER/FLAG SALUTE,1,section_heading
2,cupertino_usd, ,0,0,Times-Roman,20.4,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_2,05-24-2016,0,0,0,0,,0,other_text
3,cupertino_usd,2,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_3,05-24-2016,0,1,0,0,2.    SUPERINTENDENT’S REPORT,1,section_heading
4,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_4,05-24-2016,0,0,0,0,,0,other_text
5,cupertino_usd,3,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_5,05-24-2016,0,1,0,0,3.    PRESENTATION,1,section_heading
6,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,1,0,104.0,cupertino_usd_05-24-2016_6,05-24-2016,0,0,0,1,3.1  Recognition of Lucretia Van Horn Memorial Art Award Recipients,0,item_heading
7,cupertino_usd, ,0,0,Times-Roman,18.36,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_7,05-24-2016,0,0,0,0,,0,other_text
8,cupertino_usd,4,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_8,05-24-2016,0,1,0,0,4.    APPROVAL OF MINUTES,1,section_heading
9,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,1,0,104.0,cupertino_usd_05-24-2016_9,05-24-2016,0,0,0,0,"Approval of minutes of the Regular Board Meetings of April 5 and April 19, 2016 and the",0,item_heading
10,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,1,0,104.0,cupertino_usd_05-24-2016_10,05-24-2016,0,0,0,0,"Board Advance of April 28, 2016 and the Special Meeting of April 6, 2016",0,item_text
11,cupertino_usd, ,0,0,Arial,14.375,0,0,0,1,0,0,0,95.0,cupertino_usd_05-24-2016_11,05-24-2016,0,0,0,0,,0,other_text
12,cupertino_usd,5,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,77.0,cupertino_usd_05-24-2016_12,05-24-2016,0,1,0,0,5.    PUBLIC HEARING,1,section_heading
