Unnamed: 0,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,77.0,cupertino_usd_04-09-2013_0,04-09-2013,0,0,0,0,,0,other_text
1,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_1,04-09-2013,0,0,0,0,,0,other_text
2,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_2,04-09-2013,0,1,0,0,1. CALL TO ORDER / FLAG SALUTE / MCAULIFFE SCHOOL PRESENTATION,1,section_heading
3,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_3,04-09-2013,0,0,0,0,,0,other_text
4,cupertino_usd,2,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_4,04-09-2013,0,1,0,0,2. RECOGNITION – CLASSIFIED EMPLOYEE OF THE MONTH,1,section_heading
5,cupertino_usd,C,0,0,Arial,14.375,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_5,04-09-2013,0,0,0,0,Classified Employee of the Month – April 2013,0,other_text
6,cupertino_usd,N,0,0,Arial,14.375,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_6,04-09-2013,0,0,0,0,"Nancy Mendonca, Instructional Assistant-Special Education, Meyerholz Elementary School",0,other_text
7,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_7,04-09-2013,0,0,0,0,,0,other_text
8,cupertino_usd,A,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_8,04-09-2013,0,0,0,0,"APPROVAL OF REGULAR MEETING MINUTES OF MARCH 12, 2013 AND SPECIAL 3.",1,section_heading
9,cupertino_usd,M,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_9,04-09-2013,0,0,0,0,"MEETING MINUTES OF MARCH 20, 2013 AND REGULAR MEETING MINUTES OF",1,other_text
10,cupertino_usd,M,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_10,04-09-2013,0,0,0,0,"MARCH 26, 2013",1,other_text
11,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,77.0,cupertino_usd_04-09-2013_11,04-09-2013,0,0,0,0,,0,other_text
12,cupertino_usd,4,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_12,04-09-2013,0,1,0,0,4. COMMUNICATION – EMPLOYEE ORGANIZATIONS,1,section_heading
13,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_04-09-2013_13,04-09-2013,0,0,0,0,,0,other_text
14,cupertino_usd,5,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_14,04-09-2013,0,1,0,0,5. PUBLIC COMMENTS,1,section_heading
15,cupertino_usd,T,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_15,04-09-2013,0,0,0,0,The public may address the Board on any agenda item and any item not on the agenda.  The Board,0,other_text
16,cupertino_usd,p,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_16,04-09-2013,0,0,0,0,"president will only call on those who have filled out comment cards before the meeting, and each speaker",0,other_text
17,cupertino_usd,w,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_17,04-09-2013,0,0,0,0,will be allotted three (3) minutes.  The Board will not respond or take action on any non-agenda item,0,other_text
18,cupertino_usd,c,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_18,04-09-2013,0,0,0,0,"comments at this time, although the item may be agendized at a later date (Ed. Code 35145.5).  The",0,item_text
19,cupertino_usd,c,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_19,04-09-2013,0,0,0,0,comments shall be made from the podium.  In accordance with Government Code 54954.2 – No action or,0,item_text
20,cupertino_usd,d,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_20,04-09-2013,0,0,0,0,discussion shall be undertaken on any item not appearing on the posted agenda.  The Board shall limit the,0,item_text
21,cupertino_usd,t,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_21,04-09-2013,0,0,0,0,total time to 30 minutes.,0,other_text
22,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_22,04-09-2013,0,0,0,0,,0,other_text
23,cupertino_usd,6,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_23,04-09-2013,0,1,0,0,6. CONSENT ITEMS,1,section_heading
24,cupertino_usd,C,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_24,04-09-2013,0,0,0,0,Consent items are considered to be routine by the Board of Education and will be enacted in one motion.  If,0,other_text
25,cupertino_usd,d,0,0,Arial,13.097,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_25,04-09-2013,0,0,0,0,"discussion of any of the items is required, they may be removed from Consent and considered separately.",0,other_text
26,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_26,04-09-2013,0,0,0,0,,0,other_text
27,cupertino_usd,6,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_27,04-09-2013,0,0,0,1,6.1    Ratification of the March 2013 Warrant List,0,other_text
28,cupertino_usd,6,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_28,04-09-2013,0,0,0,1,6.2     Ratification of the March 2013 Personnel Report,0,other_text
29,cupertino_usd, ,0,0,Times-Roman,20.4,0,0,0,0,1,0,0,77.0,cupertino_usd_04-09-2013_29,04-09-2013,0,0,0,0,,0,other_text
30,cupertino_usd,B,0,0,Arial,13.097,0,0,0,0,1,0,0,77.0,cupertino_usd_04-09-2013_0,04-09-2013,0,0,0,0,"Board Meeting Agenda April 9, 2013 Page 2",0,other_text
31,cupertino_usd, ,0,0,Arial,15.972,0,0,0,0,1,0,0,77.0,cupertino_usd_04-09-2013_1,04-09-2013,0,0,0,0,,0,other_text
32,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_2,04-09-2013,0,0,0,0,,0,other_text
33,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_3,04-09-2013,0,0,0,1,"6.3    Contract Award to Calstate Construction, Inc. in the Amount of $214,777 for Construction of",0,other_text
34,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_4,04-09-2013,1,0,0,0,a new District Yard Storage Building,0,other_text
35,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_5,04-09-2013,0,0,0,1,"6.4    Contract Award to InterMountain Electric Company in the Amount of $811,800 for",0,other_text
36,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_6,04-09-2013,0,0,0,0,"Construction of Data Infrastructure Upgrades at Regnart, Stevens Creek and Garden Gate",0,other_text
37,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_7,04-09-2013,0,0,0,0,Elementary Schools,0,item_text
38,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_8,04-09-2013,0,0,0,1,"6.5    Contract Award to InterMountain Electric Company in the Amount of $566,500 for",0,other_text
39,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_9,04-09-2013,0,0,0,0,"Construction of Data Infrastructure Upgrades at Dilworth, McAuliffe and Meyerholz",0,other_text
40,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_10,04-09-2013,0,0,0,0,Elementary Schools,0,other_text
41,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_11,04-09-2013,0,0,0,1,"6.6    Award of Design and Construction Administration Services in the Amount of $451,542",0,other_text
42,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_12,04-09-2013,0,0,0,0,to McKim Design Group for Modernization of the Sedgwick Elementary School Campus,0,other_text
43,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_13,04-09-2013,0,0,0,1,"6.7          Award of Design and Construction Administration Services in the Amount of $421,967",0,other_text
44,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_14,04-09-2013,0,0,0,0,to McKim Design Group for Modernization of the Regnart Elementary School Campus,0,other_text
45,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_15,04-09-2013,0,0,0,1,"6.8          Award of Design and Construction Administration Services in the Amount of $533,203",0,other_text
46,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_16,04-09-2013,0,0,0,0,to SIM Architects for Modernization of the West Valley Elementary School Campus,0,other_text
47,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_17,04-09-2013,0,0,0,1,"6.9    Award of Design and Construction Administration Services in the Amount of $586,305 to",0,other_text
48,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_18,04-09-2013,0,0,0,0,WLC Architects for Modernization of the Meyerholz Elementary School Campus,0,other_text
49,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_19,04-09-2013,0,0,0,1,"6.10  Approval of Contract Award in the Amount of $30,000 to IBI Group for Production of",0,item_heading
50,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_20,04-09-2013,0,0,0,0,Architectural Design Standards,0,other_text
51,cupertino_usd,6,1,0,Arial-Bold,15.055,1,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_21,04-09-2013,0,0,0,1,"6.11  Approve the purchase of six new 24’ X 40’ Modular Classrooms in the amount of $376,353",0,other_text
52,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,0,1,0,83.0,cupertino_usd_04-09-2013_22,04-09-2013,0,0,0,0,"Through the Biggs Unified School District Piggyback Contract with America Modular Systems,",0,other_text
53,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_23,04-09-2013,0,0,0,0,Inc.,0,other_text
54,cupertino_usd,6,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_24,04-09-2013,0,0,0,1,"6.12  McAuliffe School – Travel Plans for the Seventh/Eighth Grade Field Trip to Ashland, Oregon",0,other_text
55,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_25,04-09-2013,0,0,0,0,"on May 13-17, 2013",0,other_text
56,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_26,04-09-2013,0,0,0,0,,0,other_text
57,cupertino_usd,7,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_27,04-09-2013,0,1,0,0,7. SUPERINTENDENT’S REPORT,1,section_heading
58,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_28,04-09-2013,0,0,0,0,,0,other_text
59,cupertino_usd,8,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_04-09-2013_29,04-09-2013,0,1,0,0,8. ACTION ITEMS,1,section_heading
60,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_30,04-09-2013,0,0,0,0,,0,other_text
61,cupertino_usd,8,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_31,04-09-2013,0,0,0,1,8.1    Adoption of Resolution No. 12-13-18 – Reduction of Classified Staff Due to Lack of Work,0,other_text
62,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_32,04-09-2013,0,0,0,0,and/or Lack of Funds,0,other_text
63,cupertino_usd,8,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,59.0,cupertino_usd_04-09-2013_33,04-09-2013,0,0,0,1,8.2    Adoption of Resolution No. 12-13-19 – Authorizing the Issuance of Cupertino Union,0,other_text
64,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,86.0,cupertino_usd_04-09-2013_34,04-09-2013,0,0,0,0,"School District (Santa Clara County, California) 2013 General Obligation Refunding",0,other_text
