Unnamed: 0,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd,C,1,0,"Arial,Bold",11.256,0,0,0,0,0,0,1,0,195.29,cupertino_usd_06-18-2013_0,06-18-2013,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1,other_text
1,cupertino_usd, ,0,0,Arial,11.256,0,0,0,0,0,0,1,1,308.33,cupertino_usd_06-18-2013_1,06-18-2013,0,0,0,0,,0,other_text
2,cupertino_usd,B,1,0,"Arial,Bold",13.17,0,0,0,0,0,0,1,0,243.77,cupertino_usd_06-18-2013_2,06-18-2013,0,0,0,0,Board of Education,0,other_text
3,cupertino_usd,R,1,0,"Arial,Bold",13.17,0,0,0,0,0,0,1,0,253.85,cupertino_usd_06-18-2013_3,06-18-2013,0,0,0,0,Regular Meeting,0,other_text
4,cupertino_usd, ,0,0,Arial,11.256,0,0,0,0,1,0,0,1,76.584,cupertino_usd_06-18-2013_4,06-18-2013,0,0,0,0,,0,other_text
5,cupertino_usd,A,1,0,"Arial,Bold",13.17,0,0,0,0,0,0,1,0,277.97,cupertino_usd_06-18-2013_5,06-18-2013,0,0,0,0,AGENDA,1,other_text
6,cupertino_usd, ,0,0,Arial,11.256,0,0,0,0,1,0,0,1,76.584,cupertino_usd_06-18-2013_6,06-18-2013,0,0,0,0,,0,other_text
7,cupertino_usd, ,0,0,Arial,9.342,0,0,0,0,0,0,1,0,248.45,cupertino_usd_06-18-2013_7,06-18-2013,0,0,0,0,"Cupertino Union School District    Tuesday, June 18, 2013",0,other_text
8,cupertino_usd,1,0,0,Arial,10.356,1,0,0,0,0,1,0,0,77.424,cupertino_usd_06-18-2013_8,06-18-2013,0,1,0,0,1309 S. Mary Avenue  6:00 p.m.,0,other_text
9,cupertino_usd,S,0,0,Arial,10.356,0,0,0,0,0,1,0,0,77.424,cupertino_usd_06-18-2013_9,06-18-2013,0,0,0,0,"Sunnyvale, CA  94087",0,other_text
