Unnamed: 0,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_09-23-2014_0,09-23-2014,0,0,0,0,,0,other_text
1,cupertino_usd,1,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,77.0,cupertino_usd_09-23-2014_1,09-23-2014,0,1,0,0,1.    CALL TO ORDER/FLAG SALUTE,1,section_heading
2,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,1,0,95.0,cupertino_usd_09-23-2014_2,09-23-2014,0,0,0,0,,0,other_text
3,cupertino_usd,2,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,77.0,cupertino_usd_09-23-2014_3,09-23-2014,0,1,0,0,2.    COMMUNICATION – EMPLOYEE ORGANIZATIONS,1,section_heading
4,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,77.0,cupertino_usd_09-23-2014_4,09-23-2014,0,0,0,0,,0,other_text
5,cupertino_usd,3,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,77.0,cupertino_usd_09-23-2014_5,09-23-2014,0,1,0,0,3.    PRESENTATION,1,section_heading
6,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,104.0,cupertino_usd_09-23-2014_6,09-23-2014,0,0,0,0,Monta Vista High School Students,0,item_heading
7,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,77.0,cupertino_usd_09-23-2014_7,09-23-2014,0,0,0,0,,0,other_text
8,cupertino_usd,4,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,77.0,cupertino_usd_09-23-2014_8,09-23-2014,0,1,0,0,4.    PUBLIC HEARING,1,section_heading
9,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,104.0,cupertino_usd_09-23-2014_9,09-23-2014,0,0,0,0,The Board of Education will hold a Public Hearing regarding the Adoption of Resolution,0,item_heading
10,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,107.0,cupertino_usd_09-23-2014_10,09-23-2014,0,0,0,0,No. 14-15-09 Sufficiency of Instructional Materials for the 2014 – 2015 School Year,0,item_text
11,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,1,0,95.0,cupertino_usd_09-23-2014_11,09-23-2014,0,0,0,0,,0,other_text
12,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,107.0,cupertino_usd_09-23-2014_12,09-23-2014,0,0,0,0,Public Hearing was opened at:   _____________________,0,item_text
13,cupertino_usd, ,0,0,Arial,14.375,0,0,1,0,0,0,0,59.0,cupertino_usd_09-23-2014_13,09-23-2014,0,0,0,0,,0,other_text
14,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,107.0,cupertino_usd_09-23-2014_14,09-23-2014,0,0,0,0,Public Hearing was closed at:     _____________________,0,item_text
15,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,1,0,95.0,cupertino_usd_09-23-2014_15,09-23-2014,0,0,0,0,,0,other_text
