Unnamed: 0,agency,first_char,font_freq_0,font_freq_1,font_freq_2,font_name,font_size,font_size_0,font_size_1,font_size_2,font_size_3,font_size_4,font_size_5,font_size_6,font_size_7,font_size_8,font_size_9,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_indent_0,left_indent_1,left_indent_10,left_indent_11,left_indent_12,left_indent_13,left_indent_14,left_indent_15,left_indent_16,left_indent_2,left_indent_3,left_indent_4,left_indent_5,left_indent_6,left_indent_7,left_indent_8,left_indent_9,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,25.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,cupertino_usd_02-12-2013_0,02-12-2013,0,0,0,0,  ,0,other_text
1,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,25.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,cupertino_usd_02-12-2013_1,02-12-2013,0,0,0,0,  ,0,other_text
2,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,25.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,cupertino_usd_02-12-2013_2,02-12-2013,0,0,0,0,  ,0,other_text
3,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,cupertino_usd_02-12-2013_3,02-12-2013,0,0,0,0,  ,0,other_text
4,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,cupertino_usd_02-12-2013_4,02-12-2013,0,0,0,0,  ,0,other_text
5,cupertino_usd,C,0,0,0,TKBYTB+Arial-BoldMT,25.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.485,cupertino_usd_02-12-2013_5,02-12-2013,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT ,1,other_text
6,cupertino_usd,B,0,0,0,TKBYTB+Arial-BoldMT,25.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.48,cupertino_usd_02-12-2013_6,02-12-2013,0,0,0,0,BOARD OF EDUCATION AGENDA ,1,other_text
7,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,cupertino_usd_02-12-2013_7,02-12-2013,0,0,0,0, ,0,other_text
8,cupertino_usd,T,0,0,0,HMCPBD+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.616,cupertino_usd_02-12-2013_8,02-12-2013,0,0,0,0,"Tuesday, February 12, 2013 ",0,other_text
9,cupertino_usd, ,0,0,0,HMCPBD+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,cupertino_usd_02-12-2013_9,02-12-2013,0,0,0,0, ,0,other_text
