Unnamed: 0,agency,first_char,font_freq_0,font_freq_1,font_freq_2,font_name,font_size,font_size_0,font_size_1,font_size_2,font_size_3,font_size_4,font_size_5,font_size_6,font_size_7,font_size_8,font_size_9,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_indent_0,left_indent_1,left_indent_10,left_indent_11,left_indent_12,left_indent_13,left_indent_14,left_indent_15,left_indent_16,left_indent_2,left_indent_3,left_indent_4,left_indent_5,left_indent_6,left_indent_7,left_indent_8,left_indent_9,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd,C,0,0,0,XDWXUS+Arial-BoldMT,16.728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.3,cupertino_usd_02-23-2016_0,02-23-2016,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT ,1,other_text
1,cupertino_usd,B,0,0,0,XDWXUS+Arial-BoldMT,19.404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,243.755,cupertino_usd_02-23-2016_1,02-23-2016,0,0,0,0,Board of Education ,0,other_text
2,cupertino_usd,R,0,0,0,XDWXUS+Arial-BoldMT,19.404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,253.855,cupertino_usd_02-23-2016_2,02-23-2016,0,0,0,0,Regular Meeting ,0,other_text
3,cupertino_usd,A,0,0,0,XDWXUS+Arial-BoldMT,19.404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,277.969,cupertino_usd_02-23-2016_3,02-23-2016,0,0,0,0,AGENDA ,1,other_text
4,cupertino_usd, ,0,0,0,RXEXEC+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_02-23-2016_4,02-23-2016,0,0,0,0, ,0,other_text
5,cupertino_usd, ,0,0,0,RXEXEC+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.28,cupertino_usd_02-23-2016_5,02-23-2016,0,0,0,0,     ,0,other_text
6,cupertino_usd,C,0,0,0,RXEXEC+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.28,cupertino_usd_02-23-2016_6,02-23-2016,0,0,0,0,"Cupertino Union School District  February 23, 2016 ",0,other_text
7,cupertino_usd,1,0,0,0,RXEXEC+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.28,cupertino_usd_02-23-2016_7,02-23-2016,0,1,0,0,"1309 S. Mary Avenue, Suite 150  6:00 p.m. ",0,other_text
8,cupertino_usd,S,0,0,0,RXEXEC+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.28,cupertino_usd_02-23-2016_8,02-23-2016,0,0,0,0,"Sunnyvale, CA 94087   ",0,other_text
9,cupertino_usd, ,0,0,0,XDWXUS+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_02-23-2016_9,02-23-2016,0,0,0,0, ,0,other_text
10,cupertino_usd,W,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_10,02-23-2016,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board ,0,other_text
11,cupertino_usd,d,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_11,02-23-2016,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the ",0,other_text
12,cupertino_usd,h,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_12,02-23-2016,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be ,0,other_text
13,cupertino_usd,l,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_13,02-23-2016,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public ,0,other_text
14,cupertino_usd,C,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_14,02-23-2016,0,0,0,0,"Comments, individual speakers may not “yield” their allotted time to address the Board to other speakers.  In addition, the Board ",0,other_text
15,cupertino_usd,m,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_15,02-23-2016,0,0,0,0,"may, in accordance with the Brown Act (section 54954.3[b] of the Government Code), limit the total amount of time allocated for ",0,other_text
16,cupertino_usd,c,0,0,0,RXEXEC+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,cupertino_usd_02-23-2016_16,02-23-2016,0,0,0,0,comment on a particular issue.  The Board may choose to respond to agenda item comments or reserve their responses for ,0,other_text
