Unnamed: 0,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,line_class
0,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,41.0,cupertino_usd_09-09-2014_0,09-09-2014,0,0,0,0,,0,other_text
1,cupertino_usd,1,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_09-09-2014_1,09-09-2014,0,1,0,0,1.     CALL TO ORDER/FLAG SALUTE,1,section_heading
2,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,95.0,cupertino_usd_09-09-2014_2,09-09-2014,0,0,0,0,,0,other_text
3,cupertino_usd,2,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_09-09-2014_3,09-09-2014,0,1,0,0,2.     RECOGNITION – CLASSIFIED EMPLOYEE OF THE MONTH,1,section_heading
4,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,107.0,cupertino_usd_09-09-2014_4,09-09-2014,0,0,0,0,Classified Employee of the Month – September 2014,0,other_text
5,cupertino_usd, ,0,0,Arial,14.375,1,0,0,0,0,0,1,107.0,cupertino_usd_09-09-2014_5,09-09-2014,0,0,0,0,"Pam Durham, School Site Instruction Technology Specialist",0,item_heading
6,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,107.0,cupertino_usd_09-09-2014_6,09-09-2014,0,0,0,0,Murdock-Portal Elementary School,0,item_text
7,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_09-09-2014_7,09-09-2014,0,0,0,0,,0,other_text
8,cupertino_usd,3,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_09-09-2014_8,09-09-2014,0,1,0,0,3.     PRESENTATION – RECOGNITION OF NEWLY TENURED TEACHERS FOR THE,1,section_heading
9,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,107.0,cupertino_usd_09-09-2014_9,09-09-2014,0,0,0,0,2014-2015 SCHOOL YEAR,1,section_heading
10,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,95.0,cupertino_usd_09-09-2014_10,09-09-2014,0,0,0,0,,0,other_text
11,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,107.0,cupertino_usd_09-09-2014_11,09-09-2014,0,0,0,0,RECESS – Reception in Honor of CUSD Newly Tenured Teachers,0,other_text
12,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,0,1,95.0,cupertino_usd_09-09-2014_12,09-09-2014,0,0,0,0,,0,other_text
13,cupertino_usd,4,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,77.0,cupertino_usd_09-09-2014_13,09-09-2014,0,1,0,0,4.     PUBLIC HEARING,1,section_heading
